"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"precip_warm_q",51569.5077765208,4,-103131.015553042,-103130.778866651,0.416214741440814,0.750945173973651,51569.5077765208,"Inverse-Reverse Ricker",1.63979865732471,236.117176511536
