"surface","mean"
"mean_temp_warm_q",0.00409282027138287
"precip_warm_q",0.078328273371075
"min_temp_cold_m",0.229942690063628
"land_class",0.4636009149029
"imperv",0.00409282027138287
"soil_comp_pca1_transpose_bb",0.00409282027138287
"soil_comp_pca2_transpose_bb",0.00409282027138287
"soil_min_pca1_transpose_bb",0.00409282027138287
"soil_min_pca2_transpose_bb",0.00409282027138287
"drainage_bb",0.2035712000341
