"","Estimate","Std. Error","t value"
"Intercept",0.107145207951924,0.00121059877441696,88.5059610303387
"mean_temp_warm_q.precip_warm_q.min_temp_cold_m.land_class.imperv.soil_comp_pca1_transpose_bb.soil_comp_pca2_transpose_bb.soil_min_pca1_transpose_bb.soil_min_pca2_transpose_bb.drainage_bb",0.0066136249970521,0.000282194767651325,23.436384211148
