"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"imperv",51492.0404219838,4,-102976.080843567,-102975.844157177,0.0702386940099801,0.519368121202294,51492.0404217835,"Inverse Ricker",0.510776430368423,2485.65914103389
