"","Estimate","Std. Error","t value"
"Intercept",0.107145207951933,0.00115472158556896,92.7887806818303
"Distance",0.00155014268251983,7.61524216824522e-05,20.3557897210908
"Intercept",0.107145207951829,0.00113027333964327,94.795837603004
"imperv",0.00293478567715659,0.000136038224113076,21.5732430814237
