"","Estimate","Std. Error","t value"
"Intercept",0.107145207951888,0.0011551635425738,92.7532803824119
"Distance",0.00155326121153586,7.66372665343678e-05,20.2677011038657
"Intercept",0.107145207951818,0.00115314498957943,92.9156428029882
"mean_temp_warm_q",0.0018412113171019,8.8930511197828e-05,20.7039326807206
