"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"mean_temp_warm_q",51474.1778165328,4,-102940.355633066,-102940.118946675,0.0283028917013751,0.507000149024986,51474.1778165328,"Inverse-Reverse Ricker",0.871455635352689,2499.86488582825
