Surface,obj.func_LL,k,AIC,AICc,R2m,R2c,LL,Feature1 = bkgrd,"Feature2 = 
excessively drained","Feature3 = 
moderately well drained","Feature4 = 
poorly drained","Feature5 = 
somewhat excessively drained","Feature6 = 
somewhat poorly drained","Feature7 = 
very poorly drained","Feature8 = 
well drained"
drainage_bb,51481.26199,9,-102944.524,-102943.4264,0.464379149,0.812447464,51481.26199,1,878.1894571,95.94301806,2500,130.1772164,68.30239671,37.51396742,144.6753053
