"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"soil_min_pca2_transpose_bb",51470.261377559,4,-102932.522755118,-102932.286068727,0.0239830227812465,0.511842529197286,51470.261377559,"Ricker",2.1532255627346,2487.12908634109
