"","Estimate","Std. Error","t value"
"Intercept",0.107145207951896,0.0011445352389295,93.6145994527087
"Distance",0.00182841743737002,9.19343027670927e-05,19.8883048256987
"Intercept",0.107145207951999,0.00131567243633148,81.4376017869271
"land_class",0.00931554389959152,0.000388441735288448,23.9818306152762
