"","Estimate","Std. Error","t value"
"Intercept",0.107145207952027,0.00115461638265155,92.7972351353363
"Distance",0.00155079068348813,7.61784456964069e-05,20.3573421498843
"Intercept",0.107145207951823,0.00115667690498672,92.6319246886437
"soil_comp_pca1_transpose_bb",0.00321234715092488,0.000151535267461578,21.198676748562
