"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"soil_comp_pca1_transpose_bb",51484.2335853952,4,-102960.46717079,-102960.2304844,0.0812625612839558,0.535574429693995,51484.2335853952,"Reverse Ricker",2.36564473815801,46.0218718121223
