"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"soil_min_pca1_transpose_bb",51618.9964449638,4,-103229.992889928,-103229.756203537,0.56718665052206,0.865210431344523,51618.9964449638,"Inverse Ricker",4.55516900652529,2499.98117326004
