"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"min_temp_cold_m",51530.7739620508,4,-103053.547924102,-103053.311237711,0.199115441639549,0.602984183116259,51530.7739620508,"Inverse-Reverse Ricker",2.90038534603158,2497.47716804293
