"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL"
"min_temp_cold_m",51530.7739620508,4,-103053.547924102,-103053.311237711,0.199115441639549,0.602984183116259,51530.7739620508
"Distance",51465.4776254849,2,-102926.95525097,-102926.885075531,0.0202624994681653,0.503507268435928,51465.4776254849
"Null",51262.8410228628,1,-102523.682045726,-102523.658789912,0,0.488190739881551,51262.8410228628
