"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"soil_comp_pca2_transpose_bb",51478.5287394124,4,-102949.057478825,-102948.820792434,0.0423483980337996,0.51802798985633,51478.5287394124,"Ricker",3.92329852692202,2487.02245488813
